country,country_name,region,quarter,year,quarter_num,unemp,cpi,ipi,cci,gdp_growth,period,cpi_yoy,ipi_yoy,cpi_qoq,high_inflation,high_unemp,trend,is_turkiye,group
DEU,Germany,Europe,2012Q2,2012,2,5.1,96.86826333333332,100.33333333333331,-4.866666666666666,0.851720266,Normal,1.8639677156133683,-0.2981119576018654,0.3543874242623479,0,0,30,0,Other OECD
DEU,Germany,Europe,2012Q3,2012,3,5.033333333333333,97.39691,100.96666666666664,-6.233333333333333,0.513653421,Normal,2.019537675523164,-1.0130718954248663,0.5457377354310289,0,0,31,0,Other OECD
DEU,Germany,Europe,2012Q4,2012,4,5.0,97.73898666666666,98.56666666666666,-6.8,0.223239417,Normal,2.0123308100542303,-2.3447820343461157,0.35121921903544795,0,0,32,0,Other OECD
DEU,Germany,Europe,2013Q1,2013,1,5.066666666666666,98.01886,98.66666666666669,-5.333333333333333,-0.542185232,Normal,1.546392108587047,-1.8242122719734466,0.28634769284834327,0,0,33,0,Other OECD
DEU,Germany,Europe,2013Q2,2013,2,4.966666666666667,98.32983666666668,100.2,-4.7,0.509397018,Normal,1.5088257836356034,-0.1328903654484792,0.31726207248958804,0,0,34,0,Other OECD
DEU,Germany,Europe,2013Q3,2013,3,4.9,98.98287999999998,100.66666666666669,-3.6,0.818749985,Normal,1.6283576142199774,-0.29712776493887594,0.6641354806141697,0,0,35,0,Other OECD
DEU,Germany,Europe,2013Q4,2013,4,4.8,99.04507666666666,102.0,-1.9,1.272049446,Normal,1.3363040118825387,3.4832600608725173,0.06283578197228135,0,0,36,0,Other OECD
DEU,Germany,Europe,2014Q1,2014,1,4.8,99.20056333333332,102.5,-0.3333333333333333,2.89828412,Normal,1.205587713765821,3.8851351351351093,0.15698576032199263,0,0,37,0,Other OECD
DEU,Germany,Europe,2014Q2,2014,2,4.733333333333333,99.38714666666664,101.86666666666667,-0.3,1.691167879,Normal,1.0752687443020825,1.6633399866932796,0.18808696953298565,0,0,38,0,Other OECD
DEU,Germany,Europe,2014Q3,2014,3,4.7,99.82251,101.83333333333331,-1.2666666666666668,1.735604253,Normal,0.8482577997326546,1.1589403973509604,0.4380479246411273,0,0,39,0,Other OECD
DEU,Germany,Europe,2014Q4,2014,4,4.633333333333333,99.54263,102.93333333333334,-1.5333333333333332,2.358389657,Normal,0.5023503944651786,0.9150326797385588,-0.28037764227727413,0,0,40,0,Other OECD
DEU,Germany,Europe,2015Q1,2015,1,4.5,99.14986,101.9,-0.0333333333333333,1.080500893,Normal,-0.051111940930159694,-0.585365853658526,-0.39457466615057113,0,0,41,0,Other OECD
DEU,Germany,Europe,2015Q2,2015,2,4.4,100.35003333333334,103.26666666666668,0.1999999999999999,1.626311038,Normal,0.9688241376886619,1.3743455497382318,1.2104639717427146,0,0,42,0,Other OECD
DEU,Germany,Europe,2015Q3,2015,3,4.3,100.5501,103.0,-1.2333333333333334,1.606888883,Normal,0.7288836956714562,1.1456628477905184,0.19936880937756474,0,0,43,0,Other OECD
DEU,Germany,Europe,2015Q4,2015,4,4.2,99.94998,102.63333333333333,-2.766666666666667,1.356565826,Normal,0.4092216570930507,-0.2914507772020847,-0.5968368007590263,0,0,44,0,Other OECD
DEU,Germany,Europe,2016Q1,2016,1,4.066666666666666,99.44991666666664,103.9,-2.333333333333333,2.469955445,Normal,0.3026294405928942,1.9627085377821318,-0.5003135901911704,0,0,45,0,Other OECD
DEU,Germany,Europe,2016Q2,2016,2,4.0,100.48343333333332,103.43333333333334,-1.6,2.1681323,Normal,0.1329346842933843,0.16139444803098257,1.0392333159320755,0,0,46,0,Other OECD
DEU,Germany,Europe,2016Q3,2016,3,3.8666666666666663,101.05016666666668,103.66666666666669,-1.4,1.981975706,Normal,0.4973308496626805,0.6472491909385258,0.5640067367655988,0,0,47,0,Other OECD
DEU,Germany,Europe,2016Q4,2016,4,3.7000000000000006,100.98353333333334,103.86666666666667,-0.9666666666666668,1.930994825,Normal,1.0340705754351864,1.2016888600195008,-0.06594084456401639,0,0,48,0,Other OECD
DEU,Germany,Europe,2017Q1,2017,1,3.633333333333333,101.08353333333332,104.53333333333336,-0.6666666666666666,2.354682343,Normal,1.6426526249812667,0.6095604748155514,0.09902604583056362,0,0,49,0,Other OECD
DEU,Germany,Europe,2017Q2,2017,2,3.5666666666666664,101.917,106.33333333333331,1.2333333333333334,2.854750243,Normal,1.4266696699257064,2.8037383177569764,0.8245325813040605,0,0,50,0,Other OECD
DEU,Germany,Europe,2017Q3,2017,3,3.466666666666667,102.6171,108.43333333333334,1.5666666666666669,3.307913409,Normal,1.5506489350998631,4.598070739549831,0.686931522709644,0,0,51,0,Other OECD
DEU,Germany,Europe,2017Q4,2017,4,3.4,102.41706666666666,109.26666666666668,1.5,3.874052638,Normal,1.41957137566322,5.1989730423620095,-0.19493177387914784,0,0,52,0,Other OECD
DEU,Germany,Europe,2018Q1,2018,1,3.2999999999999994,102.4171,108.7,2.0666666666666664,1.976532086,Normal,1.3192719157027355,3.985969387755084,3.254665890128905e-05,0,0,53,0,Other OECD
DEU,Germany,Europe,2018Q2,2018,2,3.2000000000000006,103.68393333333334,109.6,1.3,2.050950644,Normal,1.7336983362278513,3.072100313479642,1.2369353685403484,0,0,54,0,Other OECD
DEU,Germany,Europe,2018Q3,2018,3,3.1666666666666665,104.55076666666666,108.23333333333332,0.3333333333333333,0.582389589,Normal,1.8843513085700758,-0.18444512757456177,0.8360343839836082,0,0,55,0,Other OECD
DEU,Germany,Europe,2018Q4,2018,4,3.1,104.45076666666668,106.96666666666664,-0.3,0.016855382,Normal,1.9857042055491103,-2.1049420378279837,-0.09564731392052161,0,0,56,0,Other OECD
DEU,Germany,Europe,2019Q1,2019,1,3.0,103.8173,106.9,-0.1666666666666666,1.232288942,Normal,1.367154508377988,-1.6559337626494863,-0.606473927269735,0,0,57,0,Other OECD
DEU,Germany,Europe,2019Q2,2019,2,2.9,105.4509,106.0,-1.4333333333333331,0.500622873,Normal,1.7041856050985738,-3.2846715328467058,1.5735335054947397,0,0,58,0,Other OECD
DEU,Germany,Europe,2019Q3,2019,3,2.9,106.08436666666668,104.86666666666667,-2.6666666666666665,1.550550325,Normal,1.4668472062854487,-3.1105635971665935,0.6007219157604826,0,0,59,0,Other OECD
DEU,Germany,Europe,2019Q4,2019,4,3.0,105.75096666666668,102.9,-3.233333333333333,0.762184665,Normal,1.244796990480057,-3.801807416640668,-0.31427816414042464,0,0,60,0,Other OECD
DEU,Germany,Europe,2020Q1,2020,1,3.3000000000000003,105.49866666666668,101.4,-4.433333333333334,-1.926579398,COVID-19 2020,1.619543820410163,-5.144995322731527,-0.2385793794162372,0,0,61,0,Other OECD
DEU,Germany,Europe,2020Q2,2020,2,3.6666666666666665,105.88523333333336,82.43333333333334,-15.0,-10.681102085,COVID-19 2020,0.4118820544285029,-22.232704402515722,0.36641853293566395,0,0,62,0,Other OECD
DEU,Germany,Europe,2020Q3,2020,3,3.8333333333333335,105.1121,94.66666666666669,-8.966666666666667,-3.301844074,COVID-19 2020,-0.9165032485151103,-9.726636999364258,-0.7301616183811865,0,0,63,0,Other OECD
DEU,Germany,Europe,2020Q4,2020,4,3.8,105.21753333333334,100.96666666666664,-9.2,-2.039451287,COVID-19 2020,-0.5044240730344929,-1.8788467768059869,0.10030561023264273,0,0,64,0,Other OECD
DEU,Germany,Europe,2021Q1,2021,1,3.9,107.0801,100.96666666666664,-9.233333333333333,-0.625479392,Recovery 2021-22,1.4990078863555745,-0.42735042735045914,1.7702055994469834,0,0,65,0,Other OECD
DEU,Germany,Europe,2021Q2,2021,2,3.7,108.20466666666664,99.73333333333332,-4.933333333333333,11.615195283,Recovery 2021-22,2.190516335768522,20.986655883542227,1.0502106989689342,0,0,66,0,Other OECD
DEU,Germany,Europe,2021Q3,2021,3,3.4333333333333336,109.1887,96.7,-2.433333333333333,2.792854519,Recovery 2021-22,3.8783356055106966,2.1478873239436425,0.9094185709797031,0,0,67,0,Other OECD
DEU,Germany,Europe,2021Q4,2021,4,3.4,110.17266666666669,99.96666666666664,-4.466666666666667,2.355585026,Recovery 2021-22,4.709417885358791,-0.9904258831297419,0.9011616281416446,0,0,68,0,Other OECD
DEU,Germany,Europe,2022Q1,2022,1,3.233333333333333,112.21096666666666,99.06666666666666,-8.866666666666667,3.688034977,Recovery 2021-22,4.791615497806467,-1.8818091779464918,1.8500959100563152,0,0,69,0,Other OECD
DEU,Germany,Europe,2022Q2,2022,2,3.1,115.40896666666669,98.56666666666666,-19.266666666666666,1.460550216,Recovery 2021-22,6.658030768851675,-1.1697860962566753,2.8499888157099473,0,0,70,0,Other OECD
DEU,Germany,Europe,2022Q3,2022,3,3.1333333333333333,117.2715,99.56666666666666,-25.366666666666664,1.670504442,Recovery 2021-22,7.402597521538401,2.9644950017235328,1.613854960432004,0,0,71,0,Other OECD
DEU,Germany,Europe,2022Q4,2022,4,3.1,119.62606666666666,100.0,-24.3,0.77349254,Recovery 2021-22,8.580531166229942,0.03334444814941939,2.0077910376064656,0,0,72,0,Other OECD
DEU,Germany,Europe,2023Q1,2023,1,3.0,121.45353333333333,100.93333333333334,-18.166666666666668,-0.377027079,Normal,8.236776619278752,1.8842530282638048,1.527649213577198,0,0,73,0,Other OECD
DEU,Germany,Europe,2023Q2,2023,2,3.0,122.96466666666667,99.83333333333331,-14.2,-0.60375201,Normal,6.546891648222575,1.285086236050037,1.2442069751779083,0,0,74,0,Other OECD
DEU,Germany,Europe,2023Q3,2023,3,3.1,123.84319999999998,97.83333333333331,-14.7,-0.894709485,Normal,5.603833838571171,-1.7408771342484197,0.7144599803737384,0,0,75,0,Other OECD
DEU,Germany,Europe,2023Q4,2023,4,3.1666666666666665,123.87833333333332,95.66666666666669,-15.1,-0.822047812,Normal,3.554632184401263,-4.333333333333311,0.028369206652723022,0,0,76,0,Other OECD
DEU,Germany,Europe,2024Q1,2024,1,3.233333333333333,124.51093333333334,95.6,-14.433333333333332,-0.459380401,Normal,2.5173413371259334,-5.284015852047563,0.5106623434283808,0,0,77,0,Other OECD
DEU,Germany,Europe,2024Q2,2024,2,3.3666666666666667,125.77606666666668,94.5,-10.4,-0.640764644,Normal,2.286347839758851,-5.342237061769595,1.0160821218377691,0,0,78,0,Other OECD
DEU,Germany,Europe,2024Q3,2024,3,3.4,126.23293333333334,93.23333333333332,-9.766666666666667,-0.621713457,Normal,1.929644367501293,-4.701873935264045,0.36323815712686613,0,0,79,0,Other OECD
DEU,Germany,Europe,2024Q4,2024,4,3.4333333333333336,126.7249,92.5,-9.933333333333332,-0.164808509,Normal,2.297872912938792,-3.310104529616742,0.3897292518487028,0,0,80,0,Other OECD
DEU,Germany,Europe,2025Q1,2025,1,3.5666666666666664,127.32236666666668,93.33333333333331,-10.933333333333332,0.315638,Normal,2.257981092958916,-2.3709902370990354,0.4714674595653001,0,0,81,0,Other OECD
DEU,Germany,Europe,2025Q2,2025,2,3.7000000000000006,128.3766666666667,92.76666666666668,-9.8,0.373992879,Normal,2.067642969701189,-1.834215167548492,0.828055610025058,0,0,82,0,Other OECD
DEU,Germany,Europe,2025Q3,2025,3,3.8333333333333335,129.0092,91.96666666666664,-9.5,0.316399022,Normal,2.199320409782124,-1.3585984983911503,0.4927167449951808,0,0,83,0,Other OECD
DEU,Germany,Europe,2025Q4,2025,4,3.9333333333333336,129.46603333333334,93.2,-11.466666666666669,0.373235682,Normal,2.1630581940355276,0.756756756756749,0.35410911263178413,0,0,84,0,Other OECD
FRA,France,Europe,2006Q1,2006,1,9.166666666666666,88.61,111.60703333333332,-9.866666666666667,2.564003581,Normal,1.784278439330711,0.5331403667066192,0.2640214234526539,0,1,5,0,Other OECD
FRA,France,Europe,2006Q2,2006,2,8.933333333333334,89.52333333333333,113.4086,-10.466666666666669,3.574053317,Normal,1.9124957310363122,2.185866862092589,1.0307339276981464,0,1,6,0,Other OECD
FRA,France,Europe,2006Q3,2006,3,8.933333333333334,89.63333333333333,112.51106666666664,-8.766666666666667,2.867827676,Normal,1.6942742606459227,1.645195290149637,0.12287299400528529,0,1,7,0,Other OECD
FRA,France,Europe,2006Q4,2006,4,8.366666666666667,89.53666666666668,113.03466666666668,-7.066666666666666,2.721291502,Normal,1.3125636480217473,1.2054377508841752,-0.10784678319075702,0,1,8,0,Other OECD
FRA,France,Europe,2007Q1,2007,1,8.466666666666667,89.64,114.04923333333332,-6.433333333333334,2.885540832,Normal,1.162397020652306,2.1882133473666965,0.11540895722421673,0,1,9,0,Other OECD
FRA,France,Europe,2007Q2,2007,2,8.133333333333333,90.57333333333334,114.72243333333334,-2.9333333333333336,2.330692926,Normal,1.1728785791413898,1.1584953286905453,1.0412018444146964,0,1,10,0,Other OECD
FRA,France,Europe,2007Q3,2007,3,8.0,90.77,114.43296666666669,-4.333333333333333,2.590112666,Normal,1.2681294161398293,1.7081875205165353,0.2171352863241438,0,1,11,0,Other OECD
FRA,France,Europe,2007Q4,2007,4,7.5,91.63666666666666,114.2216,-9.466666666666669,2.135695525,Normal,2.3454078403633227,1.0500613381145385,0.9547941684109995,0,1,12,0,Other OECD
FRA,France,Europe,2008Q1,2008,1,7.1000000000000005,92.28333333333336,115.43456666666668,-14.266666666666666,1.95791261,GFC 2008-09,2.9488323665030736,1.214680092837117,0.7056854970718174,0,1,13,0,Other OECD
FRA,France,Europe,2008Q2,2008,2,7.333333333333333,93.56666666666666,112.7127,-17.866666666666667,0.533348802,GFC 2008-09,3.304872663035474,-1.7518224421669393,1.3906447534765887,0,1,14,0,Other OECD
FRA,France,Europe,2008Q3,2008,3,7.5,93.72,110.25746666666667,-18.466666666666665,-0.023074646,GFC 2008-09,3.2499724578605393,-3.6488610945156097,0.16387602422516245,0,1,15,0,Other OECD
FRA,France,Europe,2008Q4,2008,4,7.8,93.25,102.63489666666668,-18.33333333333333,-1.399230466,GFC 2008-09,1.760576188570817,-10.144056232212929,-0.5014938113529599,0,1,16,0,Other OECD
FRA,France,Europe,2009Q1,2009,1,8.6,92.86,93.76681666666668,-19.066666666666663,-4.074292131,GFC 2008-09,0.6248871229907582,-18.770590669403763,-0.41823056300268613,0,1,17,0,Other OECD
FRA,France,Europe,2009Q2,2009,2,9.166666666666666,93.37333333333332,93.88063666666666,-14.966666666666669,-3.180052617,GFC 2008-09,-0.20662629141433575,-16.708022550549618,0.5528035034819245,0,1,18,0,Other OECD
FRA,France,Europe,2009Q3,2009,3,9.2,93.32333333333334,96.27407333333332,-13.566666666666668,-2.793729673,GFC 2008-09,-0.42324655000710587,-12.682491042178867,-0.053548479223175516,0,1,19,0,Other OECD
FRA,France,Europe,2009Q4,2009,4,9.533333333333331,93.59,97.10007,-9.333333333333334,-0.834351706,GFC 2008-09,0.36461126005362665,-5.392733706004938,0.2857449012394264,0,1,20,0,Other OECD
FRA,France,Europe,2010Q1,2010,1,9.4,94.09,97.72119333333336,-10.533333333333331,1.402452495,Normal,1.3245746284729742,4.217245297687944,0.5342451116572278,0,1,21,0,Other OECD
FRA,France,Europe,2010Q2,2010,2,9.266666666666667,94.88,99.19107666666666,-14.2,1.685677945,Normal,1.613594173925459,5.656587118018064,0.8396216388564026,0,1,22,0,Other OECD
FRA,France,Europe,2010Q3,2010,3,9.2,94.76333333333334,99.61058666666668,-13.8,2.205298519,Normal,1.5430224666928671,3.4656405590955064,-0.12296233839235171,0,1,23,0,Other OECD
FRA,France,Europe,2010Q4,2010,4,9.2,95.12666666666668,100.95687666666667,-11.433333333333332,2.059425307,Normal,1.6419133098265482,3.9719916439469927,0.38341130535721746,0,1,24,0,Other OECD
FRA,France,Europe,2011Q1,2011,1,9.166666666666666,95.78000000000002,104.42673333333332,-15.133333333333333,3.067220684,Normal,1.796152619832081,6.861909654671239,0.6868035601653943,0,1,25,0,Other OECD
FRA,France,Europe,2011Q2,2011,2,9.133333333333333,96.84,103.32106666666668,-15.966666666666669,2.598705215,Normal,2.065767284991571,4.1636709054776455,1.106702860722475,0,1,26,0,Other OECD
FRA,France,Europe,2011Q3,2011,3,9.2,96.79,102.2772,-17.566666666666666,2.265209421,Normal,2.138661226212668,2.6770380765417823,-0.051631557207765244,0,1,27,0,Other OECD
FRA,France,Europe,2011Q4,2011,4,9.366666666666667,97.45,102.82026666666668,-18.33333333333333,2.010669405,Normal,2.4423575583432555,1.8457286531876838,0.6818886248579403,0,1,28,0,Other OECD
FRA,France,Europe,2012Q1,2012,1,9.5,97.99666666666668,101.20406666666668,-16.333333333333332,0.620385323,Normal,2.314331454026597,-3.0860552310678857,0.5609714383444597,0,1,29,0,Other OECD
FRA,France,Europe,2012Q2,2012,2,9.7,98.77666666666666,99.90651,-12.3,0.227239269,Normal,1.9998623158474338,-3.3048019893974656,0.7959454403210664,0,1,30,0,Other OECD
FRA,France,Europe,2012Q3,2012,3,9.733333333333333,98.70333333333332,100.70324666666666,-16.866666666666664,0.215182185,Normal,1.9767882356992672,-1.5389092909596003,-0.07424155502312457,0,1,31,0,Other OECD
FRA,France,Europe,2012Q4,2012,4,10.2,98.94333333333331,98.33256,-18.566666666666663,-0.155790327,Normal,1.5324097827945637,-4.364612942714297,0.24315288237479749,0,1,32,0,Other OECD
FRA,France,Europe,2013Q1,2013,1,10.4,99.03666666666668,98.97969666666668,-19.4,0.088202689,Normal,1.0612605870947922,-2.1979057495054466,0.09433008792913977,0,1,33,0,Other OECD
FRA,France,Europe,2013Q2,2013,2,10.433333333333334,99.57333333333334,100.44632333333334,-21.1,1.367644441,Normal,0.8065332568420569,0.5403184770775615,0.5418868432567114,0,1,34,0,Other OECD
FRA,France,Europe,2013Q3,2013,3,10.233333333333334,99.63,98.80734666666667,-16.866666666666667,0.81571917,Normal,0.9388402958360187,-1.8826602545154447,0.05690948044991817,0,1,35,0,Other OECD
FRA,France,Europe,2013Q4,2013,4,10.166666666666666,99.58666666666666,99.79267333333333,-16.533333333333335,1.452657733,Normal,0.6502038203685778,1.484872694592032,-0.043494262103116466,0,1,36,0,Other OECD
FRA,France,Europe,2014Q1,2014,1,10.2,99.75666666666666,99.80569,-15.866666666666667,1.266187972,Normal,0.72700346672947,0.8345078446896137,0.17070558307672457,0,1,37,0,Other OECD
FRA,France,Europe,2014Q2,2014,2,10.133333333333333,100.2,98.96017666666668,-16.900000000000002,0.626935639,Normal,0.6293519014461735,-1.4795431204931653,0.4444147425402001,0,1,38,0,Other OECD
FRA,France,Europe,2014Q3,2014,3,10.233333333333333,100.02666666666666,99.41220666666668,-16.833333333333332,1.50550394,Normal,0.3981397838669798,0.6121609580718168,-0.1729873586161168,0,1,39,0,Other OECD
FRA,France,Europe,2014Q4,2014,4,10.466666666666669,99.86333333333334,98.64800333333334,-15.8,0.604408865,Normal,0.2778149685366271,-1.1470481366668062,-0.1632897893894758,0,1,40,0,Other OECD
FRA,France,Europe,2015Q1,2015,1,10.366666666666667,99.51666666666668,99.96178666666668,-11.9,1.198564067,Normal,-0.24058542453301301,0.15640056861154772,-0.3471410928268637,0,1,41,0,Other OECD
FRA,France,Europe,2015Q2,2015,2,10.433333333333334,100.41333333333334,100.43007666666666,-11.2,1.004024825,Normal,0.21290751829674548,1.4853449635110705,0.9010216044213593,0,1,42,0,Other OECD
FRA,France,Europe,2015Q3,2015,3,10.3,100.11,100.60894,-11.4,0.627621514,Normal,0.08331111703545613,1.2038092438145132,-0.30208471650512436,0,1,43,0,Other OECD
FRA,France,Europe,2015Q4,2015,4,10.266666666666667,99.95666666666666,100.60568333333332,-9.533333333333331,1.162133682,Normal,0.09346106345338168,1.9845105160263055,-0.15316485199613483,0,1,44,0,Other OECD
FRA,France,Europe,2016Q1,2016,1,10.3,99.47666666666667,100.81053666666666,-10.4,0.880969524,Normal,-0.04019427231619632,0.8490744596534983,-0.48020809017239596,0,1,45,0,Other OECD
FRA,France,Europe,2016Q2,2016,2,10.0,100.40666666666668,100.23494666666666,-11.066666666666668,0.629778271,Normal,-0.006639224538562694,-0.194294385184679,0.9348926046309103,0,1,46,0,Other OECD
FRA,France,Europe,2016Q3,2016,3,9.866666666666667,100.39,100.58615,-10.766666666666666,0.510818003,Normal,0.27969233842772834,-0.022652062530426065,-0.0165991634021756,0,1,47,0,Other OECD
FRA,France,Europe,2016Q4,2016,4,10.066666666666666,100.45666666666666,101.05119,-8.066666666666668,0.905559095,Normal,0.5002167605962615,0.4428245521583607,0.06640767672743131,0,1,48,0,Other OECD
FRA,France,Europe,2017Q1,2017,1,9.633333333333333,100.70333333333332,101.59103333333331,-8.033333333333333,1.277368833,Normal,1.2331199946385762,0.7742213189950498,0.24554534293392827,0,1,49,0,Other OECD
FRA,France,Europe,2017Q2,2017,2,9.5,101.29666666666668,103.08363333333334,-5.266666666666667,2.230131384,Normal,0.8863953256755819,2.8420094601736556,0.5891893681109872,0,1,50,0,Other OECD
FRA,France,Europe,2017Q3,2017,3,9.466666666666669,101.26333333333332,103.76333333333334,-5.733333333333333,2.80322369,Normal,0.8699405651293235,3.158668796184494,-0.03290664385141584,0,1,51,0,Other OECD
FRA,France,Europe,2017Q4,2017,4,9.033333333333331,101.60333333333334,105.9779,-4.866666666666666,2.775629464,Normal,1.14145402661181,4.87545965564582,0.3357582540570947,0,1,52,0,Other OECD
FRA,France,Europe,2018Q1,2018,1,9.266666666666667,102.07333333333334,103.3991,-6.1000000000000005,2.051809618,Normal,1.360431630862946,1.779750246987044,0.46258324858108324,0,1,53,0,Other OECD
FRA,France,Europe,2018Q2,2018,2,9.1,103.21666666666664,104.28686666666664,-9.0,1.529514918,Normal,1.8954226858402201,1.1672399336590145,1.1201097250342684,0,1,54,0,Other OECD
FRA,France,Europe,2018Q3,2018,3,8.933333333333334,103.54,104.2251,-11.3,1.314557889,Normal,2.2482636031469383,0.4450191140094484,0.31325690295498365,0,1,55,0,Other OECD
FRA,France,Europe,2018Q4,2018,4,8.766666666666667,103.53000000000002,104.7812,-13.933333333333332,1.47135136,Normal,1.8962632459565087,-1.1291976912167656,-0.009658103148535435,0,1,56,0,Other OECD
FRA,France,Europe,2019Q1,2019,1,8.733333333333333,103.32,105.73076666666668,-10.966666666666669,2.444242309,Normal,1.2213441316700324,2.255016404075749,-0.20283975659231013,0,1,57,0,Other OECD
FRA,France,Europe,2019Q2,2019,2,8.5,104.37666666666668,105.56816666666668,-8.833333333333334,2.761208193,Normal,1.123849507508523,1.2286302589716191,1.022712608078491,0,1,58,0,Other OECD
FRA,France,Europe,2019Q3,2019,3,8.299999999999999,104.58,104.5438,-6.733333333333333,2.226695069,Normal,1.0044427274483292,0.30578046938789516,0.19480726854659292,0,1,59,0,Other OECD
FRA,France,Europe,2019Q4,2019,4,8.2,104.65333333333332,103.7178,-7.333333333333333,0.962943341,Normal,1.0850317138349386,-1.0148767145251258,0.07012175686873512,0,1,60,0,Other OECD
FRA,France,Europe,2020Q1,2020,1,7.866666666666666,104.55333333333334,97.8708,-9.733333333333333,-5.040171619,COVID-19 2020,1.1937024132146146,-7.4339446449362185,-0.09555357370363282,0,1,61,0,Other OECD
FRA,France,Europe,2020Q2,2020,2,7.3,104.68666666666668,77.75095,-17.2,-17.046638743,COVID-19 2020,0.29700124548910356,-26.350004499462443,0.1275266211821835,0,1,62,0,Other OECD
FRA,France,Europe,2020Q3,2020,3,8.866666666666667,104.94333333333331,96.30984666666666,-11.566666666666668,-4.35248922,COVID-19 2020,0.3474214317587654,-7.876080009845965,0.24517608100360633,0,1,63,0,Other OECD
FRA,France,Europe,2020Q4,2020,4,8.066666666666668,104.73333333333332,98.39109666666668,-14.066666666666668,-3.959926509,COVID-19 2020,0.0764428589629329,-5.135765831258777,-0.2001079947908324,0,1,64,0,Other OECD
FRA,France,Europe,2021Q1,2021,1,8.166666666666666,105.33,98.05939666666666,-12.6,1.588240961,Recovery 2021-22,0.7428425683861484,0.19269962712744615,0.5697008274984094,0,1,65,0,Other OECD
FRA,France,Europe,2021Q2,2021,2,8.033333333333333,106.13333333333333,97.14234666666664,-5.0,17.060554587,Recovery 2021-22,1.381901547474973,24.94039837026638,0.7626823633659185,0,1,66,0,Other OECD
FRA,France,Europe,2021Q3,2021,3,7.833333333333333,106.75333333333332,97.36998333333334,-4.1000000000000005,4.581303958,Recovery 2021-22,1.7247403360543867,1.1007562605056087,0.5841708542713375,0,1,67,0,Other OECD
FRA,France,Europe,2021Q4,2021,4,7.433333333333334,107.58,97.66266,-7.2,5.261174158,Recovery 2021-22,2.7180140038192357,-0.74034815277495,0.77437082370575,0,1,68,0,Other OECD
FRA,France,Europe,2022Q1,2022,1,7.366666666666667,109.18333333333334,99.10976666666666,-13.133333333333333,4.727780016,Recovery 2021-22,3.658343618468951,1.0711569066353954,1.4903637603024267,0,1,69,0,Other OECD
FRA,France,Europe,2022Q2,2022,2,7.5,111.74666666666668,98.93091,-19.73333333333333,3.909011057,Recovery 2021-22,5.288944723618116,1.8411778124638234,2.347733170508337,0,1,70,0,Other OECD
FRA,France,Europe,2022Q3,2022,3,7.2,112.99666666666668,100.35202,-20.933333333333334,1.443691897,Recovery 2021-22,5.848373196777645,3.0625831129682313,1.1186015988545517,0,1,71,0,Other OECD
FRA,France,Europe,2022Q4,2022,4,7.166666666666667,114.10666666666668,100.63817666666668,-20.066666666666663,1.227943981,Recovery 2021-22,6.066802999318344,3.0467290842443484,0.9823298622378296,0,1,72,0,Other OECD
FRA,France,Europe,2023Q1,2023,1,7.099999999999999,115.72333333333334,100.02682333333333,-20.96666666666667,1.410106576,Normal,5.989925202259205,0.9252939417675909,1.4168029913531166,0,1,73,0,Other OECD
FRA,France,Europe,2023Q2,2023,2,7.3,117.53000000000002,100.67069666666669,-16.8,1.886519386,Normal,5.175396730700399,1.7585875503082882,1.5611948036984735,0,1,74,0,Other OECD
FRA,France,Europe,2023Q3,2023,3,7.400000000000001,118.28666666666668,100.24796666666668,-14.9,1.563345825,Normal,4.6815540281424095,-0.10368832967518893,0.6438072548852647,0,1,75,0,Other OECD
FRA,France,Europe,2023Q4,2023,4,7.533333333333334,118.35,101.06096666666669,-14.566666666666668,1.622881931,Normal,3.718742696891786,0.42010896262594244,0.05354224201092883,0,1,76,0,Other OECD
FRA,France,Europe,2024Q1,2024,1,7.466666666666666,118.95666666666666,101.15523333333331,-13.333333333333334,1.69655558,Normal,2.794020220641169,1.1281074039906525,0.5126038586114712,0,1,77,0,Other OECD
FRA,France,Europe,2024Q2,2024,2,7.399999999999999,120.12666666666668,100.52763333333333,-14.433333333333332,1.012298227,Normal,2.209364984826556,-0.14211020492592707,0.983551433295049,0,1,78,0,Other OECD
FRA,France,Europe,2024Q3,2024,3,7.433333333333334,120.34666666666668,100.04632666666669,-13.2,1.09409974,Normal,1.7415318717240558,-0.20114123677986706,0.1831400188689658,0,1,79,0,Other OECD
FRA,France,Europe,2024Q4,2024,4,7.266666666666667,119.85333333333334,99.62685,-15.266666666666666,0.623820487,Normal,1.2702436276580853,-1.419060903500835,-0.4099268779082732,0,1,80,0,Other OECD
FRA,France,Europe,2025Q1,2025,1,7.466666666666666,120.22666666666667,100.16991666666668,-14.033333333333331,0.64062735,Normal,1.067615658362997,-0.974063955168547,0.3114918233396491,0,1,81,0,Other OECD
FRA,France,Europe,2025Q2,2025,2,7.566666666666666,121.10666666666668,100.99914333333334,-17.066666666666666,0.790883532,Normal,0.8158055385981466,0.46903521386658653,0.731950759676181,0,1,82,0,Other OECD
FRA,France,Europe,2025Q3,2025,3,7.733333333333333,121.56666666666666,101.4154,-18.2,1.021061912,Normal,1.0137380899623238,1.3684393809827444,0.3798304524936569,0,1,83,0,Other OECD
FRA,France,Europe,2025Q4,2025,4,7.866666666666667,120.90666666666668,101.46746666666668,-15.866666666666667,1.303146749,Normal,0.8788519301368369,1.847510652667106,-0.5429119824513107,0,1,84,0,Other OECD
